避難收容處所名稱,縣市及鄉鎮市區,緯度,經度,is_indoor,設施類型,最近AQI測站,測站縣市,最近測站AQI,距離測站(km),風險等級,風險描述,風險分數,模擬情境
柑園國小,新北市樹林區,24.956328,121.389362,True,室內設施,永和,新北市,67,1.0,Low Risk,風險較低,25,高AQI情境模擬
廣達公園,桃園市平鎮區,24.9564,121.2076,False,戶外設施,南港,新北市,97,0.54,Warning,最近測站 AQI 97 > 50 且為戶外設施,45,高AQI情境模擬
中央公園,桃園市中壢區,24.956471,121.226786,False,戶外設施,羅東,新北市,48,0.63,Low Risk,風險較低,20,高AQI情境模擬
公七公園,桃園市中壢區,24.956529,121.226641,False,戶外設施,羅東,新北市,48,0.62,Low Risk,風險較低,20,高AQI情境模擬
大忠里集會所,桃園市八德區,24.9567,121.2962,True,室內設施,信義,新北市,32,4.32,Low Risk,風險較低,0,高AQI情境模擬
大慶 大華里集會所,桃園市八德區,24.9567,121.2962,True,室內設施,信義,新北市,32,4.32,Low Risk,風險較低,0,高AQI情境模擬
大成活動中心,桃園市八德區,24.9567,121.2962,True,室內設施,信義,新北市,32,4.32,Low Risk,風險較低,0,高AQI情境模擬
文山國中,新北市新店區,24.9567,121.5392,True,室內設施,新店,新北市,37,2.29,Low Risk,風險較低,0,高AQI情境模擬
能仁家商,新北市新店區,24.9569,121.5404,True,室內設施,新店,新北市,37,2.28,Low Risk,風險較低,0,高AQI情境模擬
西鶯里活動中心,新北市鶯歌區,24.9572,121.3536,True,室內設施,永和,新北市,67,3.15,Low Risk,風險較低,25,高AQI情境模擬
福僑公園大成社區公園,桃園市八德區,24.9573,121.295,False,戶外設施,信義,新北市,32,4.28,Low Risk,風險較低,20,高AQI情境模擬
瑞發公園,桃園市八德區,24.9576,121.2988,False,戶外設施,信義,新北市,32,4.17,Low Risk,風險較低,20,高AQI情境模擬
大安活動中心,桃園市八德區,24.9576,121.3042,True,室內設施,信義,新北市,32,4.13,Low Risk,風險較低,0,高AQI情境模擬
文中廣明活動中心,新北市新店區,24.9577,121.5399,True,室內設施,新店,新北市,37,2.18,Low Risk,風險較低,0,高AQI情境模擬
篤行公園,桃園市中壢區,24.958407,121.263193,False,戶外設施,羅東,新北市,48,4.23,Low Risk,風險較低,20,高AQI情境模擬
同福公園,桃園市八德區,24.9587,121.3077,False,戶外設施,信義,新北市,32,4.01,Low Risk,風險較低,20,高AQI情境模擬
永吉國小,新北市鶯歌區,24.9588,121.3329,True,室內設施,信義,新北市,32,4.88,Low Risk,風險較低,0,高AQI情境模擬
頂埔市民活動中心,新北市土城區,24.958966,121.417311,True,室內設施,永和,新北市,67,3.58,Low Risk,風險較低,25,高AQI情境模擬
新街溪公園,桃園市中壢區,24.959085,121.230141,False,戶外設施,羅東,新北市,48,1.07,Low Risk,風險較低,20,高AQI情境模擬
五權兒童公園,桃園市中壢區,24.959108,121.20439,False,戶外設施,南港,新北市,97,0.7,Warning,最近測站 AQI 97 > 50 且為戶外設施,45,高AQI情境模擬
中壢區婦幼館,桃園市中壢區,24.959254,121.204444,True,室內設施,南港,新北市,97,0.72,Low Risk,風險較低,25,高AQI情境模擬
中正公園,桃園市中壢區,24.959449,121.22659,False,戶外設施,羅東,新北市,48,0.85,Low Risk,風險較低,20,高AQI情境模擬
新北市坪林區坪林國小漁光校區,新北市坪林區,24.959584,121.746242,True,室內設施,汐止,台北市,49,15.92,Low Risk,風險較低,5,高AQI情境模擬
過嶺里兒一公園,桃園市中壢區,24.95967,121.173807,False,戶外設施,南港,新北市,97,3.14,Warning,最近測站 AQI 97 > 50 且為戶外設施,45,高AQI情境模擬
中壢區社福館,桃園市中壢區,24.959848,121.228005,True,室內設施,羅東,新北市,48,0.97,Low Risk,風險較低,0,高AQI情境模擬
中壢區過嶺社區活動中心,桃園市中壢區,24.959978,121.176781,True,室內設施,南港,新北市,97,2.86,Low Risk,風險較低,25,高AQI情境模擬
普忠公園,桃園市中壢區,24.960062,121.243726,False,戶外設施,羅東,新北市,48,2.35,Low Risk,風險較低,20,高AQI情境模擬
中壢區聯合長壽俱樂部〈松鶴會館〉,桃園市中壢區,24.960342,121.227251,True,室內設施,羅東,新北市,48,0.97,Low Risk,風險較低,0,高AQI情境模擬
中壢區德義、仁義、忠義、普義里集會所,桃園市中壢區,24.960534,121.237458,True,室內設施,羅東,新北市,48,1.78,Low Risk,風險較低,0,高AQI情境模擬
大湳公園,桃園市八德區,24.9607,121.2951,False,戶外設施,信義,新北市,32,3.91,Low Risk,風險較低,20,高AQI情境模擬
頂城市民活動中心,新北市新店區,24.960733,121.532147,True,室內設施,新店,新北市,37,1.92,Low Risk,風險較低,0,高AQI情境模擬
八德市綜合大樓三樓,桃園市八德區,24.9608,121.295,True,室內設施,信義,新北市,32,3.9,Low Risk,風險較低,0,高AQI情境模擬
永寧市民活動中心,新北市土城區,24.961098,121.42864,True,室內設施,土城,新北市,49,3.34,Low Risk,風險較低,0,高AQI情境模擬
白馬公園,桃園市中壢區,24.961274,121.21328,False,戶外設施,羅東,新北市,48,1.23,Low Risk,風險較低,20,高AQI情境模擬
安坑國小,新北市新店區,24.9613,121.5142,True,室內設施,新店,新北市,37,2.96,Low Risk,風險較低,0,高AQI情境模擬
中壢區中正、中山里集會所,桃園市中壢區,24.96168,121.261501,True,室內設施,羅東,新北市,48,4.12,Low Risk,風險較低,0,高AQI情境模擬
中路休閒公園,桃園市八德區,24.9619,121.2897,False,戶外設施,信義,新北市,32,3.96,Low Risk,風險較低,20,高AQI情境模擬
坤慶公園,桃園市中壢區,24.961985,121.229855,False,戶外設施,羅東,新北市,48,1.27,Low Risk,風險較低,20,高AQI情境模擬
中壢區光明、新明、永光里集會所,桃園市中壢區,24.962185,121.216903,True,室內設施,羅東,新北市,48,1.1,Low Risk,風險較低,0,高AQI情境模擬
夢幻公園,桃園市中壢區,24.962219,121.261867,False,戶外設施,羅東,新北市,48,4.17,Low Risk,風險較低,20,高AQI情境模擬
土城國中,新北市土城區,24.962522,121.430192,True,室內設施,土城,新北市,49,3.12,Low Risk,風險較低,0,高AQI情境模擬
公十五公園,桃園市八德區,24.963,121.2984,False,戶外設施,信義,新北市,32,3.59,Low Risk,風險較低,20,高AQI情境模擬
公二公園,桃園市八德區,24.963,121.2984,False,戶外設施,信義,新北市,32,3.59,Low Risk,風險較低,20,高AQI情境模擬
地標公園,桃園市中壢區,24.963076,121.229788,False,戶外設施,羅東,新北市,48,1.36,Low Risk,風險較低,20,高AQI情境模擬
平鎮區幼兒園平鎮分班,桃園市平鎮區,24.9633,121.2759,True,室內設施,信義,新北市,32,4.56,Low Risk,風險較低,0,高AQI情境模擬
大智里集會所,桃園市八德區,24.9634,121.2968,True,室內設施,信義,新北市,32,3.58,Low Risk,風險較低,0,高AQI情境模擬
六和兒童公園,桃園市中壢區,24.963452,121.225114,False,戶外設施,羅東,新北市,48,1.18,Low Risk,風險較低,20,高AQI情境模擬
光明公園,桃園市中壢區,24.963517,121.216424,False,戶外設施,羅東,新北市,48,1.26,Low Risk,風險較低,20,高AQI情境模擬
沛陂市民活動中心,新北市土城區,24.963872,121.419474,True,室內設施,土城,新北市,49,3.87,Low Risk,風險較低,0,高AQI情境模擬
大里里-大里社區活動中心,宜蘭縣頭城鎮,24.9639,121.92,True,室內設施,基隆,台北市,40,24.44,Low Risk,風險較低,10,高AQI情境模擬
廣豐兒一公園,桃園市八德區,24.9641,121.2996,False,戶外設施,信義,新北市,32,3.45,Low Risk,風險較低,20,高AQI情境模擬
茄苳埤塘公園,桃園市八德區,24.9643,121.2759,False,戶外設施,信義,新北市,32,4.48,Low Risk,風險較低,20,高AQI情境模擬
茄白活動中心,桃園市八德區,24.9649,121.2786,True,室內設施,信義,新北市,32,4.25,Low Risk,風險較低,0,高AQI情境模擬
桃園市中壢區公所,桃園市中壢區,24.965503,121.224923,True,室內設施,羅東,新北市,48,1.4,Low Risk,風險較低,0,高AQI情境模擬
高明公園,桃園市八德區,24.9656,121.3047,False,戶外設施,信義,新北市,32,3.24,Low Risk,風險較低,20,高AQI情境模擬
大勇兒童公園,桃園市八德區,24.9656,121.3047,False,戶外設施,信義,新北市,32,3.24,Low Risk,風險較低,20,高AQI情境模擬
君臨休閒廣場,桃園市八德區,24.9656,121.3047,False,戶外設施,信義,新北市,32,3.24,Low Risk,風險較低,20,高AQI情境模擬
大千公園,桃園市八德區,24.9657,121.3036,False,戶外設施,信義,新北市,32,3.23,Low Risk,風險較低,20,高AQI情境模擬
忠勇公園,桃園市八德區,24.9657,121.3036,False,戶外設施,信義,新北市,32,3.23,Low Risk,風險較低,20,高AQI情境模擬
及人高中,新北市新店區,24.9663,121.5149,True,室內設施,新店,新北市,37,2.61,Low Risk,風險較低,0,高AQI情境模擬
五峰國中,新北市新店區,24.9664,121.544,True,室內設施,新店,新北市,37,1.36,Low Risk,風險較低,0,高AQI情境模擬
廣豐綠一公園,桃園市八德區,24.9665,121.2967,False,戶外設施,信義,新北市,32,3.25,Low Risk,風險較低,20,高AQI情境模擬
廣豐公一公園,桃園市八德區,24.9665,121.2967,False,戶外設施,信義,新北市,32,3.25,Low Risk,風險較低,20,高AQI情境模擬
鳳鳴國中,新北市鶯歌區,24.9671,121.3318,True,室內設施,信義,新北市,32,4.09,Low Risk,風險較低,0,高AQI情境模擬
大明公園二,桃園市八德區,24.9673,121.3264,False,戶外設施,信義,新北市,32,3.73,Low Risk,風險較低,20,高AQI情境模擬
中壢區自強、自治里集會所,桃園市中壢區,24.967453,121.259528,True,室內設施,羅東,新北市,48,4.13,Low Risk,風險較低,0,高AQI情境模擬
永福環保公園,桃園市中壢區,24.967528,121.236409,False,戶外設施,羅東,新北市,48,2.17,Low Risk,風險較低,20,高AQI情境模擬
自強公園,桃園市中壢區,24.967876,121.259385,False,戶外設施,羅東,新北市,48,4.13,Low Risk,風險較低,20,高AQI情境模擬
中鑄公園,桃園市中壢區,24.968046,121.249815,False,戶外設施,羅東,新北市,48,3.28,Low Risk,風險較低,20,高AQI情境模擬
廣豐生態綠地公園,桃園市八德區,24.9681,121.3014,False,戶外設施,信義,新北市,32,2.98,Low Risk,風險較低,20,高AQI情境模擬
文化公園,桃園市平鎮區,24.9684,121.2484,False,戶外設施,羅東,新北市,48,3.18,Low Risk,風險較低,20,高AQI情境模擬
大明公園一,桃園市八德區,24.9687,121.3273,False,戶外設施,信義,新北市,32,3.66,Low Risk,風險較低,20,高AQI情境模擬
安康高中,新北市新店區,24.9688,121.5149,True,室內設施,新店,新北市,37,2.49,Low Risk,風險較低,0,高AQI情境模擬
圳邊公園,桃園市八德區,24.9691,121.2977,False,戶外設施,信義,新北市,32,2.94,Low Risk,風險較低,20,高AQI情境模擬
鳳鳴國小,新北市鶯歌區,24.9691,121.3351,True,室內設施,信義,新北市,32,4.16,Low Risk,風險較低,0,高AQI情境模擬
大仁里集會所,桃園市八德區,24.9696,121.3264,True,室內設施,信義,新北市,32,3.53,Low Risk,風險較低,0,高AQI情境模擬
大仁休閒公園,桃園市八德區,24.9704,121.3237,False,戶外設施,信義,新北市,32,3.3,Low Risk,風險較低,20,高AQI情境模擬
中壢區水尾社區活動中心,桃園市中壢區,24.970735,121.224783,True,室內設施,羅東,新北市,48,1.97,Low Risk,風險較低,0,高AQI情境模擬
育德國小,新北市樹林區,24.971116,121.392558,True,室內設施,永和,新北市,67,2.62,Low Risk,風險較低,25,高AQI情境模擬
大正休閒廣場,桃園市八德區,24.9714,121.2979,False,戶外設施,信義,新北市,32,2.69,Low Risk,風險較低,20,高AQI情境模擬
高明里集會所,桃園市八德區,24.9716,121.2759,True,室內設施,信義,新北市,32,3.9,Low Risk,風險較低,0,高AQI情境模擬
中正國小,新北市新店區,24.9717,121.5366,True,室內設施,新店,新北市,37,0.63,Low Risk,風險較低,0,高AQI情境模擬
崇光女中,新北市新店區,24.9718,121.5391,True,室內設施,新店,新北市,37,0.62,Low Risk,風險較低,0,高AQI情境模擬
土城國小,新北市土城區,24.972383,121.441935,True,室內設施,土城,新北市,49,1.51,Low Risk,風險較低,0,高AQI情境模擬
土城區公所,新北市土城區,24.972533,121.442873,True,室內設施,土城,新北市,49,1.43,Low Risk,風險較低,0,高AQI情境模擬
泰平里活動中心,新北市雙溪區,24.9727,121.827,True,室內設施,基隆,台北市,40,18.66,Low Risk,風險較低,5,高AQI情境模擬
山佳市民活動中心,新北市樹林區,24.972721,121.39436,True,室內設施,永和,新北市,67,2.85,Low Risk,風險較低,25,高AQI情境模擬
中壢區永福、忠福、幸福里集會所,桃園市中壢區,24.972729,121.233494,True,室內設施,羅東,新北市,48,2.47,Low Risk,風險較低,0,高AQI情境模擬
中湖里活動中心,新北市鶯歌區,24.973,121.3481,True,室內設施,永和,新北市,67,4.46,Low Risk,風險較低,25,高AQI情境模擬
中湖國小,新北市鶯歌區,24.973,121.3481,True,室內設施,永和,新北市,67,4.46,Low Risk,風險較低,25,高AQI情境模擬
復興公園,桃園市中壢區,24.973494,121.248762,False,戶外設施,羅東,新北市,48,3.54,Low Risk,風險較低,20,高AQI情境模擬
思源公園,桃園市八德區,24.9735,121.2989,False,戶外設施,信義,新北市,32,2.44,Low Risk,風險較低,20,高AQI情境模擬
北新國小　,新北市新店區,24.9737,121.5439,True,室內設施,新店,新北市,37,0.73,Low Risk,風險較低,0,高AQI情境模擬
鴻撫宮,桃園市桃園區,24.9738,121.2645,True,室內設施,信義,新北市,32,4.7,Low Risk,風險較低,0,高AQI情境模擬
清化市民活動中心,新北市土城區,24.973802,121.458661,True,室內設施,土城,新北市,49,1.19,Low Risk,風險較低,0,高AQI情境模擬
清和市民活動中心,新北市土城區,24.973802,121.458661,True,室內設施,土城,新北市,49,1.19,Low Risk,風險較低,0,高AQI情境模擬
中園路環保公園,桃園市中壢區,24.97388,121.235833,False,戶外設施,羅東,新北市,48,2.7,Low Risk,風險較低,20,高AQI情境模擬
樂山市民活動中心,新北市樹林區,24.973944,121.389871,True,室內設施,永和,新北市,67,2.84,Low Risk,風險較低,25,高AQI情境模擬
元生公園,桃園市中壢區,24.974152,121.253145,False,戶外設施,羅東,新北市,48,3.93,Low Risk,風險較低,20,高AQI情境模擬
松柏會老人文康活動中心,桃園市新屋區,24.974502,121.026312,True,室內設施,桃園,桃園市,34,8.37,Low Risk,風險較低,0,高AQI情境模擬
中山社區活動中心,桃園市桃園區,24.975,121.2892,True,室內設施,信義,新北市,32,2.71,Low Risk,風險較低,0,高AQI情境模擬
新店高中,新北市新店區,24.9756,121.5318,True,室內設施,新店,新北市,37,0.63,Low Risk,風險較低,0,高AQI情境模擬
常樂公園,桃園市中壢區,24.975768,121.250826,False,戶外設施,羅東,新北市,48,3.86,Low Risk,風險較低,20,高AQI情境模擬
山佳國小,新北市樹林區,24.975774,121.401678,True,室內設施,永和,新北市,67,3.49,Low Risk,風險較低,25,高AQI情境模擬
福豐國中,桃園市桃園區,24.976,121.3139,True,室內設施,信義,新北市,32,2.27,Low Risk,風險較低,0,高AQI情境模擬
耕莘健康管理專科學校,新北市新店區,24.9761,121.5355,True,室內設施,新店,新北市,37,0.26,Low Risk,風險較低,0,高AQI情境模擬
忠孝公園,桃園市中壢區,24.976276,121.254187,False,戶外設施,羅東,新北市,48,4.16,Low Risk,風險較低,20,高AQI情境模擬
指南國小,臺北市文山區,24.9764,121.5836,True,室內設施,新店,新北市,37,4.62,Low Risk,風險較低,0,高AQI情境模擬
中壢區中原、忠孝、和平里原住民集會所,桃園市中壢區,24.976697,121.209151,True,室內設施,南港,新北市,97,2.71,Low Risk,風險較低,25,高AQI情境模擬
大豐社福館,新北市新店區,24.9769,121.5376,True,室內設施,新店,新北市,37,0.04,Low Risk,風險較低,0,高AQI情境模擬
中壢區復興、復華里集會所,桃園市中壢區,24.977376,121.249838,True,室內設施,羅東,新北市,48,3.9,Low Risk,風險較低,0,高AQI情境模擬
建國國中,桃園市桃園區,24.9774,121.3077,True,室內設施,信義,新北市,32,1.94,Low Risk,風險較低,0,高AQI情境模擬
大豐國小,新北市新店區,24.9776,121.5382,True,室內設施,新店,新北市,37,0.06,Low Risk,風險較低,0,高AQI情境模擬
成功公園,桃園市中壢區,24.977663,121.257876,False,戶外設施,羅東,新北市,48,4.55,Low Risk,風險較低,20,高AQI情境模擬
大林社區活動中心,桃園市桃園區,24.9778,121.3202,True,室內設施,信義,新北市,32,2.43,Low Risk,風險較低,0,高AQI情境模擬
甲蟲兒童公園（文化兒2）,桃園市中壢區,24.977813,121.252899,False,戶外設施,羅東,新北市,48,4.17,Low Risk,風險較低,20,高AQI情境模擬
中壢區內壢、成功、福德里集會所,桃園市中壢區,24.97792,121.258069,True,室內設施,羅東,新北市,48,4.58,Low Risk,風險較低,0,高AQI情境模擬
員林市民活動中心,新北市土城區,24.978282,121.442984,True,室內設施,土城,新北市,49,1.01,Low Risk,風險較低,0,高AQI情境模擬
霖園兒童公園,桃園市八德區,24.9784,121.3022,False,戶外設施,信義,新北市,32,1.84,Low Risk,風險較低,20,高AQI情境模擬
高城公園,桃園市八德區,24.979,121.2754,False,戶外設施,信義,新北市,32,3.46,Low Risk,風險較低,20,高AQI情境模擬
陽明社區活動中心,桃園市桃園區,24.9794,121.3072,True,室內設施,信義,新北市,32,1.72,Low Risk,風險較低,0,高AQI情境模擬
中壢區文化里集會所,桃園市中壢區,24.979431,121.250258,True,室內設施,羅東,新北市,48,4.09,Low Risk,風險較低,0,高AQI情境模擬
竹林中學,新北市中和區,24.9799,121.506,True,室內設施,新店,新北市,37,3.22,Low Risk,風險較低,0,高AQI情境模擬
石城里-石城社區活動中心,宜蘭縣頭城鎮,24.9799,121.9498,True,室內設施,基隆,台北市,40,25.31,Low Risk,風險較低,10,高AQI情境模擬
開明工商,新北市新店區,24.98,121.5462,True,室內設施,新店,新北市,37,0.9,Low Risk,風險較低,0,高AQI情境模擬
華梵大學于藝館3樓,新北市石碇區,24.98,121.6921,True,室內設施,汐止,台北市,49,10.89,Low Risk,風險較低,5,高AQI情境模擬
文化公園,桃園市中壢區,24.980065,121.249202,False,戶外設施,羅東,新北市,48,4.07,Low Risk,風險較低,20,高AQI情境模擬
青山市民活動中心,新北市土城區,24.98031,121.464447,True,室內設施,土城,新北市,49,1.29,Low Risk,風險較低,0,高AQI情境模擬
永富市民活動中心,新北市土城區,24.98031,121.464447,True,室內設施,土城,新北市,49,1.29,Low Risk,風險較低,0,高AQI情境模擬
景美女中,臺北市文山區,24.9807,121.5562,True,室內設施,新店,新北市,37,1.9,Low Risk,風險較低,0,高AQI情境模擬
延平公園,桃園市桃園區,24.9808,121.3186,False,戶外設施,信義,新北市,32,2.07,Low Risk,風險較低,20,高AQI情境模擬
廷寮市民活動中心,新北市土城區,24.980803,121.467199,True,室內設施,土城,新北市,49,1.56,Low Risk,風險較低,0,高AQI情境模擬
南強工商,新北市新店區,24.9809,121.5448,True,室內設施,新店,新北市,37,0.82,Low Risk,風險較低,0,高AQI情境模擬
力行國小,臺北市文山區,24.9809,121.561,True,室內設施,新店,新北市,37,2.38,Low Risk,風險較低,0,高AQI情境模擬
三角公園,桃園市中壢區,24.980978,121.249318,False,戶外設施,羅東,新北市,48,4.15,Low Risk,風險較低,20,高AQI情境模擬
陽明公園,桃園市桃園區,24.9811,121.3073,False,戶外設施,信義,新北市,32,1.53,Low Risk,風險較低,20,高AQI情境模擬
大同國小,新北市樹林區,24.981493,121.417421,True,室內設施,土城,新北市,49,3.47,Low Risk,風險較低,0,高AQI情境模擬
東陽市民活動中心,新北市樹林區,24.981593,121.410902,True,室內設施,土城,新北市,49,4.13,Low Risk,風險較低,0,高AQI情境模擬
彭福國小,新北市樹林區,24.981755,121.42394,True,室內設施,土城,新北市,49,2.82,Low Risk,風險較低,0,高AQI情境模擬
清水高中,新北市土城區,24.982013,121.465311,True,室內設施,土城,新北市,49,1.36,Low Risk,風險較低,0,高AQI情境模擬
福林、豐林、福安、大豐里聯合集會所（陽明公園管理中心）,桃園市桃園區,24.9821,121.3081,False,戶外設施,信義,新北市,32,1.44,Low Risk,風險較低,20,高AQI情境模擬
華夏科技大學,新北市中和區,24.9822,121.5076,True,室內設施,新店,新北市,37,3.09,Low Risk,風險較低,0,高AQI情境模擬
"青雲,柑林市民活動中心",新北市土城區,24.98237,121.458501,True,室內設施,土城,新北市,49,0.67,Low Risk,風險較低,0,高AQI情境模擬
裕德高中,新北市土城區,24.982977,121.439585,True,室內設施,土城,新北市,49,1.24,Low Risk,風險較低,0,高AQI情境模擬
新北高工,新北市土城區,24.983308,121.45038,True,室內設施,土城,新北市,49,0.17,Low Risk,風險較低,0,高AQI情境模擬
建國國小,桃園市桃園區,24.9834,121.3144,True,室內設施,信義,新北市,32,1.57,Low Risk,風險較低,0,高AQI情境模擬
實踐國中,臺北市文山區,24.9834,121.5547,True,室內設施,新店,新北市,37,1.84,Low Risk,風險較低,0,高AQI情境模擬
中正國中,新北市土城區,24.983456,121.456842,True,室內設施,土城,新北市,49,0.51,Low Risk,風險較低,0,高AQI情境模擬
樹林高級中學,新北市樹林區,24.983502,121.422804,True,室內設施,土城,新北市,49,2.93,Low Risk,風險較低,0,高AQI情境模擬
實踐國小,臺北市文山區,24.9836,121.5575,True,室內設施,新店,新北市,37,2.11,Low Risk,風險較低,0,高AQI情境模擬
東昇市民活動中心,新北市樹林區,24.984222,121.415159,True,室內設施,土城,新北市,49,3.7,Low Risk,風險較低,0,高AQI情境模擬
清水國小,新北市土城區,24.984402,121.461508,True,室內設施,土城,新北市,49,0.99,Low Risk,風險較低,0,高AQI情境模擬
吉林公園,桃園市中壢區,24.984425,121.250192,False,戶外設施,羅東,新北市,48,4.5,Low Risk,風險較低,20,高AQI情境模擬
新和國小,新北市新店區,24.9846,121.5182,True,室內設施,新店,新北市,37,2.14,Low Risk,風險較低,0,高AQI情境模擬
北政國中,臺北市文山區,24.9849,121.5783,True,室內設施,新店,新北市,37,4.17,Low Risk,風險較低,0,高AQI情境模擬
中山公園,桃園市中壢區,24.985413,121.251276,False,戶外設施,羅東,新北市,48,4.66,Low Risk,風險較低,20,高AQI情境模擬
樂利國小,新北市土城區,24.985602,121.447559,True,室內設施,土城,新北市,49,0.55,Low Risk,風險較低,0,高AQI情境模擬
莊敬工家,新北市新店區,24.9858,121.5322,True,室內設施,新店,新北市,37,1.11,Low Risk,風險較低,0,高AQI情境模擬
西園路環保公園,桃園市中壢區,24.985901,121.236845,False,戶外設施,羅東,新北市,48,3.94,Low Risk,風險較低,20,高AQI情境模擬
廣興市民活動中心,新北市土城區,24.985909,121.457766,True,室內設施,土城,新北市,49,0.7,Low Risk,風險較低,0,高AQI情境模擬
廣福市民活動中心,新北市土城區,24.985909,121.457766,True,室內設施,土城,新北市,49,0.7,Low Risk,風險較低,0,高AQI情境模擬
育林國小,新北市樹林區,24.986051,121.415677,True,室內設施,土城,新北市,49,3.67,Low Risk,風險較低,0,高AQI情境模擬
育林國中,新北市樹林區,24.986051,121.415677,True,室內設施,土城,新北市,49,3.67,Low Risk,風險較低,0,高AQI情境模擬
中和國中,新北市中和區,24.9862,121.5085,True,室內設施,新店,新北市,37,3.12,Low Risk,風險較低,0,高AQI情境模擬
中山國小,桃園市桃園區,24.9864,121.2902,True,室內設施,信義,新北市,32,1.76,Low Risk,風險較低,0,高AQI情境模擬
中山、中平、中原、中泰、中聖五里聯合集會所,桃園市桃園區,24.9867,121.2928,True,室內設施,信義,新北市,32,1.52,Low Risk,風險較低,0,高AQI情境模擬
興南國小,新北市中和區,24.9867,121.5091,True,室內設施,新店,新北市,37,3.08,Low Risk,風險較低,0,高AQI情境模擬
廣福國小,新北市土城區,24.986953,121.454896,True,室內設施,土城,新北市,49,0.58,Low Risk,風險較低,0,高AQI情境模擬
建國、雲林里聯合集會所建國公園管理中心,桃園市桃園區,24.987,121.3155,False,戶外設施,信義,新北市,32,1.36,Low Risk,風險較低,20,高AQI情境模擬
市二簡易公園,桃園市桃園區,24.9871,121.2931,False,戶外設施,信義,新北市,32,1.47,Low Risk,風險較低,20,高AQI情境模擬
溪洲國小,新北市板橋區,24.9873,121.4309,True,室內設施,土城,新北市,49,2.18,Low Risk,風險較低,0,高AQI情境模擬
明道國小,臺北市文山區,24.9874,121.5626,True,室內設施,新店,新北市,37,2.75,Low Risk,風險較低,0,高AQI情境模擬
木柵國中,臺北市文山區,24.9875,121.5677,True,室內設施,新店,新北市,37,3.23,Low Risk,風險較低,0,高AQI情境模擬
兔坑社區活動中心,桃園市龜山區,24.987578,121.35073,True,室內設施,信義,新北市,32,4.68,Low Risk,風險較低,0,高AQI情境模擬
永建國小,臺北市文山區,24.9876,121.55,True,室內設施,新店,新北市,37,1.69,Low Risk,風險較低,0,高AQI情境模擬
幸福社區活動中心,桃園市龜山區,24.988014,121.33609,True,室內設施,信義,新北市,32,3.22,Low Risk,風險較低,0,高AQI情境模擬
龍岡公園,桃園市桃園區,24.9882,121.2782,False,戶外設施,信義,新北市,32,2.8,Low Risk,風險較低,20,高AQI情境模擬
南門國小,桃園市桃園區,24.9886,121.3044,True,室內設施,信義,新北市,32,0.68,Low Risk,風險較低,0,高AQI情境模擬
山福集會所,桃園市龜山區,24.988719,121.331807,True,室內設施,信義,新北市,32,2.78,Low Risk,風險較低,0,高AQI情境模擬
建國公園,桃園市桃園區,24.9888,121.3173,False,戶外設施,信義,新北市,32,1.4,Low Risk,風險較低,20,高AQI情境模擬
安和國小,新北市土城區,24.988807,121.464774,True,室內設施,土城,新北市,49,1.48,Low Risk,風險較低,0,高AQI情境模擬
龍祥公園,桃園市桃園區,24.9889,121.3111,False,戶外設施,信義,新北市,32,0.89,Low Risk,風險較低,20,高AQI情境模擬
汴洲社區活動中心,桃園市桃園區,24.9889,121.3111,True,室內設施,信義,新北市,32,0.89,Low Risk,風險較低,0,高AQI情境模擬
溫州公園,桃園市桃園區,24.9889,121.3111,False,戶外設施,信義,新北市,32,0.89,Low Risk,風險較低,20,高AQI情境模擬
景新國小,新北市中和區,24.9893,121.515,True,室內設施,新店,新北市,37,2.66,Low Risk,風險較低,0,高AQI情境模擬
龍岡社區活動中心,桃園市桃園區,24.9895,121.2805,True,室內設施,信義,新北市,32,2.54,Low Risk,風險較低,0,高AQI情境模擬
景美國小,臺北市文山區,24.9895,121.5408,True,室內設施,新店,新北市,37,1.4,Low Risk,風險較低,0,高AQI情境模擬
復興國小,新北市中和區,24.9896,121.5019,True,室內設施,台東,台北市,38,3.37,Low Risk,風險較低,0,高AQI情境模擬
行政中心大禮堂,臺北市文山區,24.9896,121.5701,True,室內設施,新店,新北市,37,3.54,Low Risk,風險較低,0,高AQI情境模擬
沙崙國小,新北市板橋區,24.9897,121.4305,True,室內設施,土城,新北市,49,2.3,Low Risk,風險較低,0,高AQI情境模擬
復興大樓圖書館,新北市中和區,24.9897,121.5065,True,室內設施,台東,台北市,38,3.19,Low Risk,風險較低,0,高AQI情境模擬
大同社區活動中心,桃園市龜山區,24.989757,121.343269,True,室內設施,信義,新北市,32,3.9,Low Risk,風險較低,0,高AQI情境模擬
中壢區內厝活動中心,桃園市中壢區,24.989775,121.179172,True,室內設施,南港,新北市,97,4.81,Low Risk,風險較低,25,高AQI情境模擬
山德社區活動中心,桃園市龜山區,24.989945,121.328351,True,室內設施,信義,新北市,32,2.41,Low Risk,風險較低,0,高AQI情境模擬
樹林區公所,新北市樹林區,24.989981,121.424633,True,室內設施,土城,新北市,49,2.87,Low Risk,風險較低,0,高AQI情境模擬
樹林國小,新北市樹林區,24.99003,121.418101,True,室內設施,土城,新北市,49,3.5,Low Risk,風險較低,0,高AQI情境模擬
錦和國小,新北市中和區,24.9901,121.4893,True,室內設施,土城,新北市,49,3.87,Low Risk,風險較低,0,高AQI情境模擬
